Size= 32,,,,
1,,,,
0.332719,,,,
3704781,120828913,60232127,,"2,04615029274106"
2,,,,
0.330257,,,,
3704749,120828266,60232127,,"2,04613993077989"
3,,,,
0.334994,,,,
3704615,120828479,60232127,,"2,04606351532923"
4,,,,
0.336074,,,,
3704595,120839783,60234180,,"2,04590154134971"
5,,,,
0.347400,,,,
3704671,120861682,60238286,,"2,04564972645384"
Size= 128,,,,
1,,,,
19.727663,,,,
3851146,170453303,74713727,,"1,57082540829409"
2,,,,
19.519635,,,,
3840062,170452689,74713727,,"1,56630833156202"
3,,,,
20.020650,,,,
3989775,170452795,74713727,,"1,62737349596206"
4,,,,
19.617916,,,,
3840859,170632027,74746500,,"1,56527918190657"
5,,,,
19.735987,,,,
3843847,170991008,74812046,,"1,56379139211183"
Size= 1024,,,,
1,,,,
12517.411675,,,,
1416725503,25896312777,7578292607,,"4,23223959400925"
2,,,,
9925.326287,,,,
71629665,25895757293,7578292607,,"0,213985655198536"
3,,,,
20855.492113,,,,
2704452479,25897173934,7578292607,,"8,07890899948369"
4,,,,
9944.478929,,,,
72223565,25907282841,7580389764,,"0,215672094779189"
5,,,,
9943.386498,,,,
73363511,25930310098,7584584078,,"0,218898232573074"
Size= 2048,,,,
1,,,,
101618.946368,,,,
12391844095,206309459381,60197935487,,"4,64971866958425"
2,,,,
79284.758430,,,,
548248469,206305663367,60197935487,,"0,205718973911624"
3,,,,
198518.132060,,,,
22315467402,206319613248,60197935487,,"8,37298238255538"
4,,,,
79430.091237,,,,
551877580,206351763743,60206324100,,"0,207038392444145"
5,,,,
79424.217427,,,,
557893975,206443919448,60223101326,,"0,209209962814567"
