Size= 32,,,
1,,,
0.332353,,,
588,109557,,"0,536706919685643"
2,,,
0.323514,,,
568,113490,,"0,500484624195964"
3,,,
0.341920,,,
618,126392,,"0,488954997151718"
4,,,
0.325152,,,
586,125639,,"0,466415683028359"
5,,,
0.334453,,,
572,125178,,"0,456949304190832"
Size= 128,,,
1,,,
19.710135,,,
1247,122961,,"1,01414269565147"
2,,,
19.565825,,,
1052,128009,,"0,821817215977002"
3,,,
20.052524,,,
1534,126004,,"1,21742166915336"
4,,,
19.606290,,,
1137,124801,,"0,911050392224421"
5,,,
19.700600,,,
1289,126191,,"1,02146745805961"
Size= 1024,,,
1,,,
9899.703801,,,
186234,68063487,,"0,273618070728583"
2,,,
7743.861583,,,
35298,4284768,,"0,823801895458517"
3,,,
16231.534108,,,
196905,185470526,,"0,106165116499427"
4,,,
7735.787926,,,
70154,4299912,,"1,63152176137558"
5,,,
7728.318220,,,
81557,4339985,,"1,87920004331812"
Size= 2048,,,
1,,,
79009.422495,,,
4159339,568978667,,"0,731018444317175"
2,,,
61697.387303,,,
351813,34969385,,"1,00606001506747"
3,,,
96278.836404,,,
1133476,11911504085,,"0,009515809186746"
4,,,
61799.568108,,,
421363,36096907,,"1,16731053993075"
5,,,
61811.859495,,,
841188,34891922,,"2,41083881822274"
Size= 32,,,
1,,,
0.270135,,,
591,117129,,"0,504571882283636"
2,,,
0.250769,,,
599,116613,,"0,513664857262912"
3,,,
0.277356,,,
631,116850,,"0,540008557980317"
4,,,
0.249998,,,
583,116956,,"0,498478060125175"
5,,,
0.281207,,,
587,117619,,"0,499069027963169"
Size= 128,,,
1,,,
15.378883,,,
1210,117550,,"1,02934921310081"
2,,,
15.132935,,,
980,116526,,"0,841014022621561"
3,,,
15.530558,,,
1618,120423,,"1,34359715336771"
4,,,
15.282337,,,
1159,117264,,"0,988368126620276"
5,,,
15.412435,,,
1245,118884,,"1,04723932572928"
Size= 1024,,,
1,,,
9695.994109,,,
185196,69334745,,"0,267104176989473"
2,,,
7705.260220,,,
35284,4278534,,"0,824674993817976"
3,,,
16228.761486,,,
195509,215134256,,"0,09087767036041"
4,,,
7726.101074,,,
69411,4230046,,"1,64090414146797"
5,,,
7731.579450,,,
99490,4445674,,"2,23790588333737"
Size= 2048,,,
1,,,
79175.725598,,,
2510139,632529080,,"0,396841675642802"
2,,,
61630.254185,,,
163774,34840655,,"0,470065789520892"
3,,,
172225.678867,,,
5799605,18907710327,,"0,03067322748074"
4,,,
61736.668964,,,
336157,35266717,,"0,953184839972487"
5,,,
61743.011379,,,
1079195,36142938,,"2,98590833982561"
Size= 32,,,
1,,,
0.250076,,,
591,115410,,"0,512087340785027"
2,,,
0.249545,,,
575,116169,,"0,49496853721733"
3,,,
0.254855,,,
639,118055,,"0,54127313540299"
4,,,
0.265027,,,
568,116433,,"0,487834205079316"
5,,,
0.246880,,,
558,117181,,"0,476186412473012"
Size= 128,,,
1,,,
15.312986,,,
1202,118492,,"1,01441447523883"
2,,,
15.174715,,,
1067,116924,,"0,912558585063802"
3,,,
15.532183,,,
1543,118129,,"1,30619915516088"
4,,,
15.271096,,,
1105,117204,,"0,942800587010682"
5,,,
15.314606,,,
1301,118064,,"1,10194470795501"
Size= 1024,,,
1,,,
9697.487328,,,
184392,69219172,,"0,266388624238383"
2,,,
7711.567779,,,
35030,4207113,,"0,832637487987606"
3,,,
16177.160131,,,
186441,189710933,,"0,098276360277033"
4,,,
7733.257791,,,
69458,4279812,,"1,62292175450697"
5,,,
7759.611169,,,
97197,4387523,,"2,21530462632333"
Size= 2048,,,
1,,,
78375.342324,,,
4791678,574849255,,"0,833553833169706"
2,,,
59561.338152,,,
461180,34707368,,"1,32876684858385"
3,,,
171263.614770,,,
45643947,17907752543,,"0,254883726421839"
4,,,
59614.459347,,,
395573,34838770,,"1,13543905252683"
5,,,
60106.343564,,,
863705,35284033,,"2,44786359881253"
