Size= 32,,,,
1,,,,
0.328944,,,,
3705030,120831366,60232109,,"2,0462602962856"
2,,,,
0.330885,,,,
3705158,120831296,60232109,,"2,04633178084771"
3,,,,
0.324754,,,,
3704846,120831161,60232109,,"2,04616099112758"
4,,,,
0.330133,,,,
3705277,120842441,60234162,,"2,04624834937952"
5,,,,
0.340135,,,,
3704984,120863710,60238268,,"2,04579985316339"
Size= 128,,,,
1,,,,
19.737511,,,,
3850471,170454352,74713709,,"1,57054348119187"
2,,,,
19.554231,,,,
3840586,170454936,74713709,,"1,56650782158542"
3,,,,
19.990610,,,,
4009817,170454355,74713709,,"1,63553806094419"
4,,,,
19.646921,,,,
3841136,170634266,74746482,,"1,56537789998097"
5,,,,
19.697969,,,,
3843933,170993192,74812028,,"1,5638125992605"
Size= 1024,,,,
1,,,,
12552.438797,,,,
1416611855,25896307761,7578292589,,"4,23190072529126"
2,,,,
9915.877807,,,,
71626676,25895749803,7578292589,,"0,213976773887094"
3,,,,
20856.057032,,,,
2704917230,25896933123,7578292589,,"8,08035546428103"
4,,,,
9935.209004,,,,
72209467,25907274858,7580389746,,"0,215630047224538"
5,,,,
8905.866669,,,,
73359912,25930273694,7584584060,,"0,218887731938067"
Size= 2048,,,,
1,,,,
85428.858238,,,,
12390606890,206308446516,60197935469,,"4,64927211037572"
2,,,,
60507.265365,,,,
548543225,206304138120,60197935469,,"0,20583075306422"
3,,,,
174611.753361,,,,
22787574124,206316421598,60197935469,,"8,55022385089421"
4,,,,
61651.660418,,,,
550861164,206350533415,60206324082,,"0,206658035052128"
5,,,,
64328.997480,,,,
557668417,206443031017,60223101308,,"0,209126075417909"
